ubid,activity_status,confidence_pct,score,last_signal_date,terminal,sources_active,evidence_json
UBID-KA-000134,ACTIVE,95,47.25,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-17"", ""days_ago"": 78, ""base_weight"": 8, ""decayed_weight"": 5.92}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000135,ACTIVE,66,6.42,2026-03-10,False,"[""BBMP""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-10"", ""days_ago"": 57, ""base_weight"": 8, ""decayed_weight"": 6.42}]"
UBID-KA-000136,ACTIVE,95,66.08,2026-05-01,False,"[""BBMP"", ""FACTORIES"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2026-03-13"", ""days_ago"": 54, ""base_weight"": 6, ""decayed_weight"": 5.42}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-11"", ""days_ago"": 56, ""base_weight"": 8, ""decayed_weight"": 6.45}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-14"", ""days_ago"": 81, ""base_weight"": 7, ""decayed_weight"": 4.38}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-05"", ""days_ago"": 182, ""base_weight"": 7, ""decayed_weight"": 2.45}]"
UBID-KA-000137,ACTIVE,95,46.54,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-22"", ""days_ago"": 104, ""base_weight"": 8, ""decayed_weight"": 5.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000138,ACTIVE,82,22.04,2026-02-03,False,"[""BBMP"", ""FACTORIES"", ""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-03"", ""days_ago"": 92, ""base_weight"": 7, ""decayed_weight"": 4.11}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-02"", ""days_ago"": 124, ""base_weight"": 8, ""decayed_weight"": 4.96}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-09"", ""days_ago"": 178, ""base_weight"": 7, ""decayed_weight"": 2.5}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-18"", ""days_ago"": 261, ""base_weight"": 7, ""decayed_weight"": 1.55}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2025-08-07"", ""days_ago"": 272, ""base_weight"": 6, ""decayed_weight"": 3.58}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-20"", ""days_ago"": 351, ""base_weight"": 7, ""decayed_weight"": 0.92}]"
UBID-KA-000139,ACTIVE,71,11.78,2025-12-29,False,"[""BBMP"", ""FACTORIES""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-29"", ""days_ago"": 128, ""base_weight"": 8, ""decayed_weight"": 4.89}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2025-12-10"", ""days_ago"": 147, ""base_weight"": 6, ""decayed_weight"": 4.54}]"
UBID-KA-000140,ACTIVE,95,49.54,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-04-28"", ""days_ago"": 8, ""base_weight"": 8, ""decayed_weight"": 7.76}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000141,ACTIVE,95,57.38,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-01"", ""days_ago"": 94, ""base_weight"": 7, ""decayed_weight"": 4.07}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-07"", ""days_ago"": 119, ""base_weight"": 8, ""decayed_weight"": 5.06}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-09"", ""days_ago"": 178, ""base_weight"": 7, ""decayed_weight"": 2.5}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000142,ACTIVE,95,57.29,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-04"", ""days_ago"": 91, ""base_weight"": 7, ""decayed_weight"": 4.14}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-27"", ""days_ago"": 130, ""base_weight"": 8, ""decayed_weight"": 4.85}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-16"", ""days_ago"": 171, ""base_weight"": 7, ""decayed_weight"": 2.61}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000143,ACTIVE,95,46.73,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-29"", ""days_ago"": 97, ""base_weight"": 8, ""decayed_weight"": 5.51}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000144,ACTIVE,95,46.73,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-01-29"", ""days_ago"": 97, ""base_weight"": 8, ""decayed_weight"": 5.51}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000145,ACTIVE,85,25.94,2026-05-02,False,"[""BBMP"", ""FACTORIES"", ""LABOUR""]","[{""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-05-02"", ""days_ago"": 4, ""base_weight"": 8, ""decayed_weight"": 7.88}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-07"", ""days_ago"": 88, ""base_weight"": 7, ""decayed_weight"": 4.21}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-13"", ""days_ago"": 174, ""base_weight"": 7, ""decayed_weight"": 2.56}, {""event"": ""INSPECTION"", ""source"": ""FACTORIES"", ""date"": ""2025-08-30"", ""days_ago"": 249, ""base_weight"": 6, ""decayed_weight"": 3.74}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-05"", ""days_ago"": 274, ""base_weight"": 7, ""decayed_weight"": 1.44}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-20"", ""days_ago"": 351, ""base_weight"": 7, ""decayed_weight"": 0.92}]"
UBID-KA-000146,ACTIVE,77,17.51,2026-02-04,False,"[""BBMP"", ""LABOUR""]","[{""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-04"", ""days_ago"": 91, ""base_weight"": 7, ""decayed_weight"": 4.14}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-30"", ""days_ago"": 127, ""base_weight"": 8, ""decayed_weight"": 4.91}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-09"", ""days_ago"": 178, ""base_weight"": 7, ""decayed_weight"": 2.5}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-08-19"", ""days_ago"": 260, ""base_weight"": 7, ""decayed_weight"": 1.56}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-05-15"", ""days_ago"": 356, ""base_weight"": 7, ""decayed_weight"": 0.9}]"
UBID-KA-000147,ACTIVE,95,48.03,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-15"", ""days_ago"": 52, ""base_weight"": 8, ""decayed_weight"": 6.55}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000148,ACTIVE,95,59.85,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-03-21"", ""days_ago"": 46, ""base_weight"": 8, ""decayed_weight"": 6.7}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-15"", ""days_ago"": 80, ""base_weight"": 7, ""decayed_weight"": 4.41}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-13"", ""days_ago"": 174, ""base_weight"": 7, ""decayed_weight"": 2.56}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
UBID-KA-000149,ACTIVE,95,45.41,2026-05-01,False,"[""BBMP"", ""ESCOM""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2025-12-05"", ""days_ago"": 152, ""base_weight"": 8, ""decayed_weight"": 4.46}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-10-03"", ""days_ago"": 215, ""base_weight"": 10, ""decayed_weight"": 0.83}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-09-03"", ""days_ago"": 245, ""base_weight"": 10, ""decayed_weight"": 0.59}]"
UBID-KA-000150,DORMANT,40,0.0,,False,[],[]
UBID-KA-000151,DORMANT,40,0.0,,False,[],[]
UBID-KA-000152,ACTIVE,95,58.59,2026-05-01,False,"[""BBMP"", ""ESCOM"", ""LABOUR""]","[{""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-05-01"", ""days_ago"": 5, ""base_weight"": 10, ""decayed_weight"": 9.44}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-04-01"", ""days_ago"": 35, ""base_weight"": 10, ""decayed_weight"": 6.67}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-03-02"", ""days_ago"": 65, ""base_weight"": 10, ""decayed_weight"": 4.72}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2026-02-13"", ""days_ago"": 82, ""base_weight"": 7, ""decayed_weight"": 4.36}, {""event"": ""LICENCE_RENEWAL"", ""source"": ""BBMP"", ""date"": ""2026-02-02"", ""days_ago"": 93, ""base_weight"": 8, ""decayed_weight"": 5.59}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-31"", ""days_ago"": 95, ""base_weight"": 10, ""decayed_weight"": 3.34}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2026-01-01"", ""days_ago"": 125, ""base_weight"": 10, ""decayed_weight"": 2.36}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-12-02"", ""days_ago"": 155, ""base_weight"": 10, ""decayed_weight"": 1.67}, {""event"": ""PF_FILING"", ""source"": ""LABOUR"", ""date"": ""2025-11-16"", ""days_ago"": 171, ""base_weight"": 7, ""decayed_weight"": 2.61}, {""event"": ""ELECTRICITY_READING"", ""source"": ""ESCOM"", ""date"": ""2025-11-02"", ""days_ago"": 185, ""base_weight"": 10, ""decayed_weight"": 1.18}]"
