unique_id,business_name,address,pin_code,pan,gstin,source_system,name_norm,addr_norm,pan_valid,gstin_valid,pan_clean,gstin_clean
BBMP/560100/0356,Mphasis Metals Corporation,"768/5, Industrial Road, Electronic City Phase 2, Bengaluru, 560100",560100,SQXAT5512V,29SQXAT5512V5ZD,BBMP,corporation metals mphasis,"768 5, industrial road, electronic city phase 2, bangalore, 560100",True,True,SQXAT5512V,29SQXAT5512V5ZD
BBMP/560100/0357,Raghavendra Paints P Limited,"Factory Road, Neeladri Nagar, Bengaluru, 560100",560100,FRNPI7379M,29FRNPI7379M5ZM,BBMP,limited p paints raghavendra,"factory road, neeladri nagar, bangalore, 560100",True,True,FRNPI7379M,29FRNPI7379M5ZM
BBMP/560058/0358,Modern Leather Corporation,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,FNTHL9407F,29FNTHL9407F7ZH,BBMP,corporation leather modern,"1st cross, peenya 2nd stage, bangalore, 560058",True,True,FNTHL9407F,29FNTHL9407F7ZH
BBMP/560058/0359,Janatha Plastics Traders,"119/6, Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,BOWPN9619N,29BOWPN9619N5ZI,BBMP,janatha plastics traders,"119 6, cross road, yeshwanthpur, bangalore, 560058",True,True,BOWPN9619N,29BOWPN9619N5ZI
BBMP/560058/0361,Premier Plastics Limited,"Industrial Road, Peenya, Bengaluru, 560058",560058,GKKFJ0426V,29GKKFJ0426V9ZG,BBMP,limited plastics premier,"industrial road, peenya, bangalore, 560058",True,True,GKKFJ0426V,29GKKFJ0426V9ZG
BBMP/560100/0362,Foods Srinivasa Industries,"Ring Road, Neeladri Nagar, Bengaluru, 560100",560100,,,BBMP,foods industries srinivasa,"ring road, neeladri nagar, bangalore, 560100",False,False,,
BBMP/560058/0364,Balaji Electronics Corporation,"Main Road, Peenya 1st Stage, Bengaluru, 560058",560058,LNVFF1746E,,BBMP,balaji corporation electronics,"main road, peenya 1st stage, bangalore, 560058",True,False,LNVFF1746E,
BBMP/560058/0366,Modern Ceramics Ind,"Industrial Road, Peenya Industrial Area, Bengaluru, B'lore",560058,GLFAQ8144F,,BBMP,ceramics industries modern,"industrial road, peenya industrial area, bangalore, bangalore",True,False,GLFAQ8144F,
BBMP/560100/0368,Mphasis Garments & Co,"257/4, 2nd Cross, Bommanahalli, Bengaluru, B'lore",560100,,,BBMP,company garments mphasis,"257 4, 2nd cross, bommanahalli, bangalore, bangalore",False,False,,
BBMP/560100/0369,Titan Pipes Pvt Ltd,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,WGVHD5944O,29WGVHD5944O5ZL,BBMP,limited pipes private titan,"2nd cross, electronic city phase 2, bangalore, bangalore",True,True,WGVHD5944O,29WGVHD5944O5ZL
BBMP/560058/0370,JSW Packaging Limited,"55/2, Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,DWZAJ4344P,29DWZAJ4344P9Z1,BBMP,jsw limited packaging,"55 2, service road, rajajinagar industrial estate, bangalore, 560058",True,True,DWZAJ4344P,29DWZAJ4344P9Z1
BBMP/560058/0371,Auto Janatha Parts Pvt Ltd,"Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,OMHPJ0958U,,BBMP,auto janatha limited parts private,"cross road, peenya 1st stage, bangalore, 560058",True,False,OMHPJ0958U,
BBMP/560100/0372,Ceramics Mphasis Co,"231/4, 2nd Cross, Bommanahalli, Bengaluru, 560100",560100,CUDAT4766J,,BBMP,ceramics company mphasis,"231 4, 2nd cross, bommanahalli, bangalore, 560100",True,False,CUDAT4766J,
BBMP/560100/0373,Mahalaxmi Packaging Ltd,"1st Cross, Hosur Road, Bengaluru, 560100",560100,JDUPN4617T,29JDUPN4617T5ZT,BBMP,limited mahalaxmi packaging,"1st cross, hosur road, bangalore, 560100",True,True,JDUPN4617T,29JDUPN4617T5ZT
BBMP/560100/0374,Paints Shree P Ltd,"537/2, Main Road, Electronic City Phase 1, Bengaluru, B'lore",560100,FMGPS9820L,29FMGPS9820L6Z9,BBMP,limited paints private shree,"537 2, main road, electronic city phase 1, bangalore, bangalore",True,True,FMGPS9820L,29FMGPS9820L6Z9
BBMP/560100/0376,Royal Packaging & Co,"Cross Road, Electronic City Phase 2, Bengaluru, B'lore",560100,JUVAW4901C,29JUVAW4901C6Z7,BBMP,company packaging royal,"cross road, electronic city phase 2, bangalore, bangalore",True,True,JUVAW4901C,29JUVAW4901C6Z7
BBMP/560058/0377,Pharmaceuticals Janatha Traders,"954/1, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",560058,WBDHN3670O,,BBMP,janatha pharmaceuticals traders,"954 1, 1st cross, peenya industrial area, bangalore, 560058",True,False,WBDHN3670O,
BBMP/560058/0378,Electricals Shree Corporation,"559/4, Service Road, Peenya, Bengaluru, 560058",560058,LCPFV1586P,29LCPFV1586P6Z2,BBMP,corporation electricals shree,"559 4, service road, peenya, bangalore, 560058",True,True,LCPFV1586P,29LCPFV1586P6Z2
BBMP/560100/0379,Balaji Pharmaceuticals Traders,"179/6, 3rd Main, Kudlu Gate, Bengaluru, 560100",560100,AJOPB6238L,,BBMP,balaji pharmaceuticals traders,"179 6, 3rd main, kudlu gate, bangalore, 560100",True,False,AJOPB6238L,
BBMP/560058/0380,Modern Beverages Enterprises,"227/2, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,XNYFO9516G,29XNYFO9516G3ZV,BBMP,beverages enterprises modern,"227 2, 3rd main, peenya 2nd stage, bangalore, 560058",True,True,XNYFO9516G,29XNYFO9516G3ZV
BBMP/560100/0384,Indian Pipes Corporation,"476/7, 3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,WHUAR6167Z,,BBMP,corporation indian pipes,"476 7, 3rd main, electronic city phase 2, bangalore, bangalore",True,False,WHUAR6167Z,
BBMP/560100/0385,Engineering Bengaluru Factory,"630/1, Cross Road, Kudlu Gate, Bengaluru, B'lore",560100,HDHFM6475M,29HDHFM6475M5ZZ,BBMP,bangalore engineering factory,"630 1, cross road, kudlu gate, bangalore, bangalore",True,True,HDHFM6475M,29HDHFM6475M5ZZ
BBMP/560100/0386,Modern Paints Corporation,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,PTWPD6145G,,BBMP,corporation modern paints,"factory road, bommanahalli, bangalore, 560100",True,False,PTWPD6145G,
BBMP/560058/0387,Leather Royal Factory,"541/2, 1st Cross, Yeshwanthpur, Bengaluru, 560058",560058,UKPCG7463R,29UKPCG7463R4ZK,BBMP,factory leather royal,"541 2, 1st cross, yeshwanthpur, bangalore, 560058",True,True,UKPCG7463R,29UKPCG7463R4ZK
BBMP/560100/0389,Mphasis Pharmaceuticals Industries,"460/2, Service Road, Bommanahalli, Bengaluru, 560100",560100,,,BBMP,industries mphasis pharmaceuticals,"460 2, service road, bommanahalli, bangalore, 560100",False,False,,
BBMP/560100/0391,Fabrics United Group,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,,,BBMP,fabrics group united,"cross road, electronic city phase 1, bangalore, 560100",False,False,,
BBMP/560058/0392,Indian Motors Ltd,"746/7, Factory Road, Yeshwanthpur, Bengaluru, B'lore",560058,WWZPE9109R,29WWZPE9109R7ZR,BBMP,indian limited motors,"746 7, factory road, yeshwanthpur, bangalore, bangalore",True,True,WWZPE9109R,29WWZPE9109R7ZR
BBMP/560058/0393,National Foods Corporation,"Cross Road, BEL Road, Bengaluru, B'lore",560058,ZILAB6776M,29ZILAB6776M2ZB,BBMP,corporation foods national,"cross road, bel road, bangalore, bangalore",True,True,ZILAB6776M,29ZILAB6776M2ZB
BBMP/560100/0394,KS Furniture Entp,"Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,OYNAO6558Q,,BBMP,enterprises furniture ks,"factory road, kudlu gate, bangalore, bangalore",True,False,OYNAO6558Q,
BBMP/560100/0395,Sunrise Fabrics Corporation,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,OUMPE4265J,29OUMPE4265J1ZV,BBMP,corporation fabrics sunrise,"cross road, electronic city phase 2, bangalore, 560100",True,True,OUMPE4265J,29OUMPE4265J1ZV
BBMP/560058/0396,KS Paper Ltd,"658/7, 3rd Main, BEL Road, Bengaluru, 560058",560058,ZSSFB2864F,,BBMP,ks limited paper,"658 7, 3rd main, bel road, bangalore, 560058",True,False,ZSSFB2864F,
BBMP/560100/0398,Indian Paints Traders,"793/7, Factory Road, Kudlu Gate, Bengaluru, 560100",560100,SCQAG7912V,,BBMP,indian paints traders,"793 7, factory road, kudlu gate, bangalore, 560100",True,False,SCQAG7912V,
BBMP/560058/0399,Shree Foundry Industries,"Main Road, BEL Road, Bengaluru, 560058",560058,VLFCF5517V,29VLFCF5517V8Z7,BBMP,foundry industries shree,"main road, bel road, bangalore, 560058",True,True,VLFCF5517V,29VLFCF5517V8Z7
BBMP/560100/0400,Mahalaxmi Rubber International,"Service Road, Neeladri Nagar, Bengaluru, B'lore",560100,BWNFX4076V,29BWNFX4076V7ZL,BBMP,international mahalaxmi rubber,"service road, neeladri nagar, bangalore, bangalore",True,True,BWNFX4076V,29BWNFX4076V7ZL
BBMP/560100/0401,National Motors Co,"772/6, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,,,BBMP,company motors national,"772 6, main road, kudlu gate, bangalore, bangalore",False,False,,
BBMP/560058/0402,Chemicals Premier Factory,"Cross Road, Yeshwanthpur, Bengaluru, 560058",560058,FJAPA9868V,29FJAPA9868V6ZM,BBMP,chemicals factory premier,"cross road, yeshwanthpur, bangalore, 560058",True,True,FJAPA9868V,29FJAPA9868V6ZM
BBMP/560100/0404,Bengaluru Printing Inds,"970/1, 1st Cross, Kudlu Gate, Bengaluru, 560100",560100,,,BBMP,bangalore industries printing,"970 1, 1st cross, kudlu gate, bangalore, 560100",False,False,,
BBMP/560100/0405,Southern Garments Limited,"791/4, 3rd Main, Electronic City Phase 1, Bengaluru, 560100",560100,XXVFE7127U,,BBMP,garments limited southern,"791 4, 3rd main, electronic city phase 1, bangalore, 560100",True,False,XXVFE7127U,
BBMP/560100/0406,Sri Leather Traders,"Ring Road, Neeladri Nagar, Bengaluru, 560100",560100,OUWAA1788S,,BBMP,leather sri traders,"ring road, neeladri nagar, bangalore, 560100",True,False,OUWAA1788S,
BBMP/560058/0407,Printing Shree Co,"Service Road, BEL Road, Bengaluru, B'lore",560058,SJVCO6942M,,BBMP,company printing shree,"service road, bel road, bangalore, bangalore",True,False,SJVCO6942M,
BBMP/560058/0408,Foods United Mfg,"21/4, Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,DYSPE8465L,,BBMP,foods manufacturing united,"21 4, ring road, peenya 1st stage, bangalore, 560058",True,False,DYSPE8465L,
BBMP/560100/0409,Wipro Metals Mfrs,"846/7, Ring Road, Kudlu Gate, Bengaluru, 560100",560100,BLIAB6456Z,29BLIAB6456Z3ZM,BBMP,manufacturers metals wipro,"846 7, ring road, kudlu gate, bangalore, 560100",True,True,BLIAB6456Z,29BLIAB6456Z3ZM
BBMP/560058/0410,Srinivasa Garments Pvt Ltd,"Cross Road, Peenya Industrial Area, Bengaluru, 560058",560058,WFSHB9809S,,BBMP,garments limited private srinivasa,"cross road, peenya industrial area, bangalore, 560058",True,False,WFSHB9809S,
BBMP/560058/0411,Fabrics Star Corporation,"965/3, Ring Road, Peenya Industrial Area, Bengaluru, 560058",560058,,,BBMP,corporation fabrics star,"965 3, ring road, peenya industrial area, bangalore, 560058",False,False,,
BBMP/560100/0412,Srinivasa Furniture Co,"751/6, Main Road, Hosur Road, Bengaluru, 560100",560100,SGPFV2485D,,BBMP,company furniture srinivasa,"751 6, main road, hosur road, bangalore, 560100",True,False,SGPFV2485D,
BBMP/560100/0413,Mphasis Steel P Limited,"100/5, Service Road, Hosur Road, Bengaluru, 560100",560100,BHPAV1445D,29BHPAV1445D2Z4,BBMP,limited mphasis p steel,"100 5, service road, hosur road, bangalore, 560100",True,True,BHPAV1445D,29BHPAV1445D2Z4
BBMP/560058/0414,Karnataka Packaging Group,"658/3, Cross Road, Peenya, Bengaluru, B'lore",560058,ZXGAI0144W,,BBMP,group karnataka packaging,"658 3, cross road, peenya, bangalore, bangalore",True,False,ZXGAI0144W,
BBMP/560058/0415,Pharmaceuticals Karnataka Factory,"407/4, Cross Road, Peenya 2nd Stage, Bengaluru, 560058",560058,VHEPZ1097O,29VHEPZ1097O4ZG,BBMP,factory karnataka pharmaceuticals,"407 4, cross road, peenya 2nd stage, bangalore, 560058",True,True,VHEPZ1097O,29VHEPZ1097O4ZG
BBMP/560100/0416,Infosys Rubber Ind,"Service Road, Electronic City Phase 2, Bengaluru, B'lore",560100,IHXAF9674K,29IHXAF9674K7Z4,BBMP,industries infosys rubber,"service road, electronic city phase 2, bangalore, bangalore",True,True,IHXAF9674K,29IHXAF9674K7Z4
BBMP/560100/0417,Balaji Printing Limited,"953/8, 1st Cross, Bommanahalli, Bengaluru, B'lore",560100,NUQFX2612Q,29NUQFX2612Q4Z8,BBMP,balaji limited printing,"953 8, 1st cross, bommanahalli, bangalore, bangalore",True,True,NUQFX2612Q,29NUQFX2612Q4Z8
BBMP/560058/0418,Balaji Electricals Mfrs,"251/1, 2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,PAPFG7526N,,BBMP,balaji electricals manufacturers,"251 1, 2nd cross, peenya 1st stage, bangalore, 560058",True,False,PAPFG7526N,
BBMP/560100/0419,Ceramics Karnataka Limited,"100/4, Ring Road, Electronic City Phase 2, Bengaluru, 560100",560100,RUXFO7408J,,BBMP,ceramics karnataka limited,"100 4, ring road, electronic city phase 2, bangalore, 560100",True,False,RUXFO7408J,
BBMP/560100/0421,Janatha Steel Industries,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",560100,QIUAR2915V,29QIUAR2915V9ZT,BBMP,industries janatha steel,"cross road, electronic city phase 2, bangalore, 560100",True,True,QIUAR2915V,29QIUAR2915V9ZT
BBMP/560100/0422,Wipro Cables Group,"522/1, Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,YLBCE2439W,29YLBCE2439W2Z5,BBMP,cables group wipro,"522 1, factory road, kudlu gate, bangalore, bangalore",True,True,YLBCE2439W,29YLBCE2439W2Z5
BBMP/560100/0423,Bangalore Electricals P Limited,"1st Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,BJSAA5357A,,BBMP,bangalore electricals limited p,"1st cross, electronic city phase 2, bangalore, bangalore",True,False,BJSAA5357A,
BBMP/560100/0425,Chemicals Karnataka Enterprises,"Main Road, Neeladri Nagar, Bengaluru, 560100",560100,GIDHH0491Z,,BBMP,chemicals enterprises karnataka,"main road, neeladri nagar, bangalore, 560100",True,False,GIDHH0491Z,
BBMP/560058/0426,JSW Chemicals Industries,"3rd Main, Peenya, Bengaluru, B'lore",560058,YSJCF4332K,29YSJCF4332K1ZD,BBMP,chemicals industries jsw,"3rd main, peenya, bangalore, bangalore",True,True,YSJCF4332K,29YSJCF4332K1ZD
BBMP/560100/0427,Wipro Electricals Corporation,"803/4, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",560100,,,BBMP,corporation electricals wipro,"803 4, factory road, electronic city phase 2, bangalore, bangalore",False,False,,
BBMP/560058/0428,Sri Steel Traders,"17/7, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,OWKCQ7763P,29OWKCQ7763P4Z0,BBMP,sri steel traders,"17 7, industrial road, peenya industrial area, bangalore, 560058",True,True,OWKCQ7763P,29OWKCQ7763P4Z0
BBMP/560058/0430,Peoples Paints International,"1st Cross, BEL Road, Bengaluru, 560058",560058,XIIFJ8402O,29XIIFJ8402O1ZE,BBMP,international paints peoples,"1st cross, bel road, bangalore, 560058",True,True,XIIFJ8402O,29XIIFJ8402O1ZE
BBMP/560100/0431,Pipes Srinivasa Group,"Main Road, Electronic City Phase 2, Bengaluru, 560100",560100,ZRFFH8922Y,,BBMP,group pipes srinivasa,"main road, electronic city phase 2, bangalore, 560100",True,False,ZRFFH8922Y,
BBMP/560058/0432,Raghavendra Packaging Pvt Ltd,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",560058,BIJHJ3744E,29BIJHJ3744E3ZQ,BBMP,limited packaging private raghavendra,"service road, peenya 2nd stage, bangalore, 560058",True,True,BIJHJ3744E,29BIJHJ3744E3ZQ
BBMP/560058/0433,Balaji Chemicals Co,"Factory Road, Peenya 1st Stage, Bengaluru, B'lore",560058,JCJFV3757G,29JCJFV3757G5Z2,BBMP,balaji chemicals company,"factory road, peenya 1st stage, bangalore, bangalore",True,True,JCJFV3757G,29JCJFV3757G5Z2
BBMP/560100/0434,United Beverages Ltd,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,EVYFI7083Z,29EVYFI7083Z5ZL,BBMP,beverages limited united,"3rd main, electronic city phase 2, bangalore, bangalore",True,True,EVYFI7083Z,29EVYFI7083Z5ZL
BBMP/560058/0435,Bangalore Foods Group,"Service Road, BEL Road, Bengaluru, 560058",560058,VLXAO1429R,,BBMP,bangalore foods group,"service road, bel road, bangalore, 560058",True,False,VLXAO1429R,
BBMP/560100/0436,Peoples Steel Manufacturers,"36/1, Main Road, Electronic City Phase 1, Bengaluru, B'lore",560100,OZYPH7710N,29OZYPH7710N6ZS,BBMP,manufacturers peoples steel,"36 1, main road, electronic city phase 1, bangalore, bangalore",True,True,OZYPH7710N,29OZYPH7710N6ZS
BBMP/560058/0439,Bangalore Steel Factory,"Main Road, BEL Road, Bengaluru, B'lore",560058,GEGHV2759Y,,BBMP,bangalore factory steel,"main road, bel road, bangalore, bangalore",True,False,GEGHV2759Y,
BBMP/560100/0442,Southern Garments Industries,"16/5, Industrial Road, Bommanahalli, Bengaluru, 560100",560100,,,BBMP,garments industries southern,"16 5, industrial road, bommanahalli, bangalore, 560100",False,False,,
BBMP/560100/0443,Beverages Lakshmi Co,"358/4, Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,KALPU3118M,29KALPU3118M5ZQ,BBMP,beverages company lakshmi,"358 4, ring road, electronic city phase 1, bangalore, 560100",True,True,KALPU3118M,29KALPU3118M5ZQ
BBMP/560058/0444,Steel Sri Indus,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,,,BBMP,industries sri steel,"cross road, rajajinagar industrial estate, bangalore, 560058",False,False,,
BBMP/560100/0445,Sunrise Paints Group,"3rd Main, Bommanahalli, Bengaluru, B'lore",560100,OUCHS4401U,29OUCHS4401U9ZZ,BBMP,group paints sunrise,"3rd main, bommanahalli, bangalore, bangalore",True,True,OUCHS4401U,29OUCHS4401U9ZZ
BBMP/560058/0446,National Packaging Private Limited,"2nd Cross, BEL Road, Bengaluru, 560058",560058,RZSHO3925B,29RZSHO3925B5ZL,BBMP,limited national packaging private,"2nd cross, bel road, bangalore, 560058",True,True,RZSHO3925B,29RZSHO3925B5ZL
BBMP/560058/0452,Star Foundry Traders,"Service Road, Peenya Industrial Area, Bengaluru, 560058",560058,OXEHU3643M,29OXEHU3643M6ZG,BBMP,foundry star traders,"service road, peenya industrial area, bangalore, 560058",True,True,OXEHU3643M,29OXEHU3643M6ZG
BBMP/560100/0454,Motors United Ltd,"Cross Road, Hosur Road, Bengaluru, 560100",560100,MQAPN9166H,,BBMP,limited motors united,"cross road, hosur road, bangalore, 560100",True,False,MQAPN9166H,
BBMP/560058/0456,Raghavendra Furniture Indus,"943/8, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,TLJCB4881S,29TLJCB4881S2ZP,BBMP,furniture industries raghavendra,"943 8, cross road, rajajinagar industrial estate, bangalore, bangalore",True,True,TLJCB4881S,29TLJCB4881S2ZP
BBMP/560100/0457,Lakshmi Packaging International,"3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,,,BBMP,international lakshmi packaging,"3rd main, neeladri nagar, bangalore, 560100",False,False,,
BBMP/560100/0458,Peoples Metals Limited,"Cross Road, Bommanahalli, Bengaluru, 560100",560100,,,BBMP,limited metals peoples,"cross road, bommanahalli, bangalore, 560100",False,False,,
BBMP/560058/0460,Royal Printing Corporation,"452/8, Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,CDRCU5935V,29CDRCU5935V2Z6,BBMP,corporation printing royal,"452 8, service road, rajajinagar industrial estate, bangalore, 560058",True,True,CDRCU5935V,29CDRCU5935V2Z6
BBMP/560058/0462,Sunrise Garments Co,"703/2, 3rd Main, BEL Road, Bengaluru, B'lore",560058,JUYCD1553T,,BBMP,company garments sunrise,"703 2, 3rd main, bel road, bangalore, bangalore",True,False,JUYCD1553T,
BBMP/560100/0463,Srinivasa Electricals International,"Main Road, Hosur Road, Bengaluru, 560100",560100,KNIHF9492I,29KNIHF9492I4ZV,BBMP,electricals international srinivasa,"main road, hosur road, bangalore, 560100",True,True,KNIHF9492I,29KNIHF9492I4ZV
BBMP/560100/0465,Sri Steel Ltd,"609/5, Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,ZFKHV4193M,29ZFKHV4193M5ZM,BBMP,limited sri steel,"609 5, ring road, electronic city phase 2, bangalore, bangalore",True,True,ZFKHV4193M,29ZFKHV4193M5ZM
BBMP/560058/0466,Balaji Paper Co,"Service Road, Yeshwanthpur, Bengaluru, 560058",560058,SXNHH3433X,29SXNHH3433X1ZD,BBMP,balaji company paper,"service road, yeshwanthpur, bangalore, 560058",True,True,SXNHH3433X,29SXNHH3433X1ZD
BBMP/560058/0469,Ceramics Mahalaxmi Co,"646/1, Cross Road, Peenya, Bengaluru, 560058",560058,NCCAU0032O,,BBMP,ceramics company mahalaxmi,"646 1, cross road, peenya, bangalore, 560058",True,False,NCCAU0032O,
BBMP/560058/0471,Sri Electronics & Co,"Cross Road, Peenya 1st Stage, Bengaluru, B'lore",560058,ITXHQ5586M,,BBMP,company electronics sri,"cross road, peenya 1st stage, bangalore, bangalore",True,False,ITXHQ5586M,
BBMP/560100/0473,Sunrise Plastics Pvt Ltd,"54/1, 2nd Cross, Bommanahalli, Bengaluru, B'lore",560100,KWACM3302F,29KWACM3302F3ZY,BBMP,limited plastics private sunrise,"54 1, 2nd cross, bommanahalli, bangalore, bangalore",True,True,KWACM3302F,29KWACM3302F3ZY
BBMP/560100/0474,Srinivasa Beverages Manufacturers,"Main Road, Hosur Road, Bengaluru, B'lore",560100,MANPI8084T,,BBMP,beverages manufacturers srinivasa,"main road, hosur road, bangalore, bangalore",True,False,MANPI8084T,
BBMP/560058/0475,Cables Bangalore Pvt Ltd,"771/9, 3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,JGEHZ0730W,29JGEHZ0730W3ZR,BBMP,bangalore cables limited private,"771 9, 3rd main, yeshwanthpur, bangalore, 560058",True,True,JGEHZ0730W,29JGEHZ0730W3ZR
BBMP/560058/0476,Textiles KS Co,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,EGZPJ8319F,29EGZPJ8319F6Z0,BBMP,company ks textiles,"ring road, peenya 2nd stage, bangalore, 560058",True,True,EGZPJ8319F,29EGZPJ8319F6Z0
BBMP/560058/0478,Lakshmi Metals & Co,"2nd Cross, Peenya 1st Stage, Bengaluru, B'lore",560058,TSFFA8208F,29TSFFA8208F4ZZ,BBMP,company lakshmi metals,"2nd cross, peenya 1st stage, bangalore, bangalore",True,True,TSFFA8208F,29TSFFA8208F4ZZ
BBMP/560100/0479,Indian Pharmaceuticals & Co,"2nd Cross, Kudlu Gate, Bengaluru, B'lore",560100,RCNCR4161F,,BBMP,company indian pharmaceuticals,"2nd cross, kudlu gate, bangalore, bangalore",True,False,RCNCR4161F,
BBMP/560058/0480,Metals Premier Mfr,"420/2, Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,KPGHQ0495Y,29KPGHQ0495Y7Z2,BBMP,manufacturer metals premier,"420 2, cross road, peenya 1st stage, bangalore, 560058",True,True,KPGHQ0495Y,29KPGHQ0495Y7Z2
BBMP/560058/0481,Balaji Motors & Co,"264/1, Cross Road, Peenya 1st Stage, Bengaluru, B'lore",560058,BPRCI6240Q,,BBMP,balaji company motors,"264 1, cross road, peenya 1st stage, bangalore, bangalore",True,False,BPRCI6240Q,
BBMP/560058/0482,Auto JSW Parts Pvt.Ltd,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,BEQFF4235F,29BEQFF4235F4ZS,BBMP,auto jsw limited parts private,"3rd main, rajajinagar industrial estate, bangalore, bangalore",True,True,BEQFF4235F,29BEQFF4235F4ZS
BBMP/560100/0483,JSW Chemicals International,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,SGGAH2044H,29SGGAH2044H3Z3,BBMP,chemicals international jsw,"2nd cross, electronic city phase 2, bangalore, bangalore",True,True,SGGAH2044H,29SGGAH2044H3Z3
BBMP/560058/0485,Valves Bangalore Group,"Service Road, Peenya, Bengaluru, B'lore",560058,,,BBMP,bangalore group valves,"service road, peenya, bangalore, bangalore",False,False,,
BBMP/560100/0486,Motors Mphasis Works,"786/2, Industrial Road, Neeladri Nagar, Bengaluru, 560100",560100,VWGCY9078D,29VWGCY9078D7ZG,BBMP,motors mphasis works,"786 2, industrial road, neeladri nagar, bangalore, 560100",True,True,VWGCY9078D,29VWGCY9078D7ZG
BBMP/560100/0487,Balaji Fabrics Enterprises,"174/2, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",560100,HIGHB8609S,,BBMP,balaji enterprises fabrics,"174 2, 2nd cross, electronic city phase 2, bangalore, 560100",True,False,HIGHB8609S,
BBMP/560100/0488,Infosys Foods & Co,"817/8, Main Road, Kudlu Gate, Bengaluru, 560100",560100,ZKNCI6228W,29ZKNCI6228W9ZE,BBMP,company foods infosys,"817 8, main road, kudlu gate, bangalore, 560100",True,True,ZKNCI6228W,29ZKNCI6228W9ZE
BBMP/560100/0490,Star Pumps Corporation,"972/4, 1st Cross, Kudlu Gate, Bengaluru, B'lore",560100,ZXFAK3167N,,BBMP,corporation pumps star,"972 4, 1st cross, kudlu gate, bangalore, bangalore",True,False,ZXFAK3167N,
BBMP/560100/0491,Auto Janatha Parts Works,"3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,ADCAR1707T,,BBMP,auto janatha parts works,"3rd main, electronic city phase 2, bangalore, bangalore",True,False,ADCAR1707T,
BBMP/560058/0493,Raghavendra Printing Entp,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,XASHX5475Z,29XASHX5475Z5Z9,BBMP,enterprises printing raghavendra,"cross road, rajajinagar industrial estate, bangalore, bangalore",True,True,XASHX5475Z,29XASHX5475Z5Z9
BBMP/560058/0494,Sunrise Auto Parts Industries,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",560058,HHEHX2107P,29HHEHX2107P8Z3,BBMP,auto industries parts sunrise,"2nd cross, peenya 1st stage, bangalore, 560058",True,True,HHEHX2107P,29HHEHX2107P8Z3
BBMP/560058/0495,Janatha Garments Co,"Cross Road, Peenya, Bengaluru, 560058",560058,DEVCQ5540P,,BBMP,company garments janatha,"cross road, peenya, bangalore, 560058",True,False,DEVCQ5540P,
BBMP/560058/0496,Balaji Beverages & Co,"438/8, Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,VPEAZ1252J,29VPEAZ1252J7ZM,BBMP,balaji beverages company,"438 8, service road, peenya 1st stage, bangalore, 560058",True,True,VPEAZ1252J,29VPEAZ1252J7ZM
BBMP/560058/0498,Printing Bengaluru Group,"3rd Main, BEL Road, Bengaluru, 560058",560058,PXEAV2692W,29PXEAV2692W5ZR,BBMP,bangalore group printing,"3rd main, bel road, bangalore, 560058",True,True,PXEAV2692W,29PXEAV2692W5ZR
