pf_code,establishment_name,employer_name,industry_class,address,district,pin_code,pan,gstin,esi_code,coverage_date,num_employees,wages_month,mobile,email,nic_code
KR/BN/00189/000,National Paints International,Shri National Paints International,Pharmaceuticals,"731/1, Factory Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,PHMFW8212T,29PHMFW8212T7ZB,ESI0000189,2005-12-14,436,5100903.0,,,2100
KR/BN/00190/000,Global Textiles Co,M/s Global Textiles Co,Textile,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,VCHFA0499B,,,2020-06-11,110,2024049.0,,,1311
KR/BN/00191/000,Sunrise Pipes Enterprises,Smt Sunrise Pipes Enterprises,Engineering,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,,,ESI0000191,2014-03-06,495,11809406.0,,,2819
KR/BN/00194/000,Electricals United Enterprises,Shri Electricals United Enterprises,Pharmaceuticals,"3rd Main, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,LZJFS4433Z,29LZJFS4433Z7ZY,ESI0000194,2014-04-28,665,9184928.0,9907937227,,2100
KR/BN/00195/000,Sunrise Foods Traders,M/s Sunrise Foods Traders,Food Processing,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,WRDHX3190S,,,2009-02-26,244,5472225.0,9134208631,,1079
KR/BN/00196/000,Foundry JSW Factory,Shri Foundry JSW Factory,Auto Components,"Cross Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,,,,1992-08-07,498,9025515.0,9954075360,,2930
KR/BN/00197/000,Premier Printing Group,M/s Premier Printing Group,Rubber Plastics,"758/1, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,,,ESI0000197,1998-12-08,131,1698815.0,,,2219
KR/BN/00198/000,Infosys Beverages Factory,M/s Infosys Beverages Factory,Food Processing,"498/2, Ring Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,IWLFI1376W,29IWLFI1376W5Z4,,2021-07-08,393,3382730.0,,,1079
KR/BN/00199/000,Royal Textiles Indus,M/s Royal Textiles Indus,Rubber Plastics,"184/6, Main Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,HEECR9647E,29HEECR9647E1Z7,,1996-12-12,354,3720455.0,,,2219
KR/BN/00201/000,Wipro Pipes Industries,Shri Wipro Pipes Industries,Auto Components,"Factory Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,YIDAE1301H,,ESI0000201,1995-09-05,696,16791685.0,,,2930
KR/BN/00205/000,Paper Royal Pvt Ltd,M/s Paper Royal Pvt Ltd,Textile,"697/4, Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,EXZAI1492Z,29EXZAI1492Z8ZB,,1993-09-12,330,5329388.0,,,1311
KR/BN/00206/000,Auto Venkateshwara Parts Corporation,Smt Auto Venkateshwara Parts Corporation,Packaging,"916/9, Main Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,VNBPU2317B,29VNBPU2317B4ZK,,2019-09-11,94,1702956.0,,,1709
KR/BN/00207/000,Beverages Sri Works,M/s Beverages Sri Works,Pharmaceuticals,"3rd Main, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,MFFFY1935C,,,2013-12-07,183,3904397.0,,,2100
KR/BN/00209/000,Cables Shree Traders,M/s Cables Shree Traders,Packaging,"Cross Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,,,,1996-03-06,576,8020875.0,9124339625,,1709
KR/BN/00210/000,JSW Textiles Factory,Shri JSW Textiles Factory,Engineering,"253/4, Service Road, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,QXZFY1514T,,ESI0000210,2014-12-21,194,4541983.0,9203170908,,2819
KR/BN/00211/000,New Cables Industries,Shri New Cables Industries,Auto Components,"52/8, Cross Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000211,1997-01-19,737,12206305.0,,,2930
KR/BN/00212/000,Pumps Wipro Traders,Shri Pumps Wipro Traders,Rubber Plastics,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,ZLUHL3955S,29ZLUHL3955S6ZN,ESI0000212,2019-07-26,183,3572226.0,9799667502,,2219
KR/BN/00213/000,Venkateshwara Textiles Manufacturers,Smt Venkateshwara Textiles Manufacturers,Electronics,"3rd Main, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000213,1997-06-25,414,8408790.0,,,2630
KR/BN/00214/000,Sri Motors Factory,M/s Sri Motors Factory,Food Processing,"792/3, Cross Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,YAVCT6577D,,ESI0000214,2007-04-02,453,8259575.0,9951060370,,1079
KR/BN/00215/000,National Fabrics Limited,M/s National Fabrics Limited,Food Processing,"1st Cross, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,RVXAL3793H,29RVXAL3793H2ZD,,2006-12-11,557,6692404.0,9768852060,,1079
KR/BN/00216/000,Lakshmi Paints Co,M/s Lakshmi Paints Co,Rubber Plastics,"895/8, 3rd Main, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,JEYCR6715K,29JEYCR6715K3ZC,,1992-10-26,323,2687976.0,9737736823,,2219
KR/BN/00217/000,Mahalaxmi Garments International,M/s Mahalaxmi Garments International,Auto Components,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,OJDFE5931U,,,2023-05-12,83,1191875.0,9135103118,,2930
KR/BN/00219/000,Titan Metals Co,Smt Titan Metals Co,Auto Components,"3rd Main, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,JKQAH1758C,,ESI0000219,1996-11-15,125,3070190.0,9371366323,,2930
KR/BN/00220/000,Southern Paper Manufacturers,Shri Southern Paper Manufacturers,Rubber Plastics,"Factory Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,KSYCN8737O,,,2017-04-02,343,3345360.0,9239729505,,2219
KR/BN/00221/000,Infosys Beverages Manufacturers,Smt Infosys Beverages Manufacturers,Chemicals,"Service Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,HZEHK1132C,29HZEHK1132C3Z4,ESI0000221,1993-11-15,348,4875568.0,,,2011
KR/BN/00223/000,Printing Bangalore Corporation,Shri Printing Bangalore Corporation,Auto Components,"358/3, Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,TOWCY0336H,29TOWCY0336H4Z5,,2019-07-19,581,8687836.0,,,2930
KR/BN/00224/000,Royal Rubber Group,Shri Royal Rubber Group,Electronics,"883/4, Cross Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,FRGAO4475U,29FRGAO4475U5ZV,ESI0000224,2004-07-11,618,8759597.0,,,2630
KR/BN/00225/000,Infosys Chemicals International,M/s Infosys Chemicals International,Packaging,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",Bengaluru Urban,560058,YMAFF5342A,29YMAFF5342A7ZJ,ESI0000225,2011-01-06,322,3984097.0,9724288498,,1709
KR/BN/00227/000,Bengaluru Foods Manufacturers,M/s Bengaluru Foods Manufacturers,Pharmaceuticals,"Cross Road, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,OKUAK5578H,,ESI0000227,2006-03-23,436,6831713.0,,,2100
KR/BN/00228/000,Mphasis Printing Factory,Shri Mphasis Printing Factory,Textile,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,NFOAL6197T,,ESI0000228,2002-07-14,317,3130840.0,,,1311
KR/BN/00229/000,Foods Global Group,Shri Foods Global Group,Pharmaceuticals,"Service Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,,,ESI0000229,2017-02-28,395,9191099.0,,,2100
KR/BN/00231/000,Wipro Rubber Indus,Smt Wipro Rubber Indus,Chemicals,"Service Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,,,ESI0000231,1994-09-03,488,9812957.0,9523723354,,2011
KR/BN/00232/000,KS Foundry Ltd,Smt KS Foundry Ltd,Engineering,"294/6, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000232,2018-07-10,127,2246526.0,,,2819
KR/BN/00233/000,Balaji Furniture Group,Shri Balaji Furniture Group,Paper Printing,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,YZGHY2839T,29YZGHY2839T8ZZ,ESI0000233,1994-05-02,436,4847161.0,9165799992,,1701
KR/BN/00234/000,Star Rubber Pvt Ltd,Shri Star Rubber Pvt Ltd,Electronics,"110/9, Cross Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,,,,2005-05-15,581,7245163.0,9115652371,,2630
KR/BN/00237/000,Balaji Printing Pvt Ltd,Smt Balaji Printing Pvt Ltd,Auto Components,"927/7, 3rd Main, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,CKNPG1885X,29CKNPG1885X4ZS,ESI0000237,1995-06-05,538,12378182.0,,,2930
KR/BN/00238/000,Eng Modern Industries,M/s Eng Modern Industries,Chemicals,"Factory Road, Bommanahalli, Bengaluru, B'lore",Bengaluru Urban,560100,OQOAX5818J,,,2008-10-15,380,5026881.0,,,2011
KR/BN/00239/000,Beverages Modern Corporation,Smt Beverages Modern Corporation,Chemicals,"480/6, Service Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,KMWAC1990D,,,2004-03-11,194,4370951.0,,,2011
KR/BN/00240/000,Venkateshwara Paints Group,Shri Venkateshwara Paints Group,Textile,"Factory Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,XLCHR4800T,29XLCHR4800T5Z7,,1998-11-26,351,4237681.0,,,1311
KR/BN/00242/000,Mphasis Beverages Works,M/s Mphasis Beverages Works,Food Processing,"Industrial Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,TJOHL6072J,29TJOHL6072J4ZX,,2010-04-19,319,4811172.0,9823291093,,1079
KR/BN/00243/000,Motors Bengaluru & Co,M/s Motors Bengaluru & Co,Food Processing,"Main Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,SBEFU8757J,29SBEFU8757J7ZG,ESI0000243,2014-11-09,54,1325685.0,,,1079
KR/BN/00244/000,Titan Motors Entp,Smt Titan Motors Entp,Auto Components,"281/6, Service Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,YNHFP1308J,,,2001-07-13,129,2116701.0,9314311676,,2930
KR/BN/00248/000,New Leather Factory,Shri New Leather Factory,Paper Printing,"Factory Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,ISGHK9783M,29ISGHK9783M9ZH,ESI0000248,2019-08-16,140,3177853.0,9751410706,,1701
KR/BN/00249/000,Leather Global Pvt Ltd,Smt Leather Global Pvt Ltd,Auto Components,"973/8, Main Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,HGSCV2819I,,,1992-03-27,229,2734406.0,,,2930
KR/BN/00253/000,Sri Garments Ltd,Shri Sri Garments Ltd,Paper Printing,"422/4, Ring Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,VTGPI2422G,,,1992-05-22,797,17852083.0,9808191167,,1701
KR/BN/00255/000,Fabrics Balaji Pvt. Ltd.,Shri Fabrics Balaji Pvt. Ltd.,Engineering,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,TWPFG8849C,,,2014-07-13,658,5528773.0,9319460447,,2819
KR/BN/00256/000,Peoples Auto Parts Corporation,Smt Peoples Auto Parts Corporation,Electronics,"2nd Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,BFSHF5703O,29BFSHF5703O1ZA,ESI0000256,1992-05-27,620,11108926.0,9820119341,,2630
KR/BN/00259/000,Printing Venkateshwara & Co,M/s Printing Venkateshwara & Co,Chemicals,"904/5, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,COOFI4989C,,,2015-08-14,169,3008625.0,9657818334,,2011
KR/BN/00260/000,Chemicals Mahalaxmi Pvt Ltd,M/s Chemicals Mahalaxmi Pvt Ltd,Food Processing,"157/2, 1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,XVAHQ2486Q,,ESI0000260,2021-06-08,121,2146444.0,9466600933,,1079
KR/BN/00264/000,Raghavendra Paper Limited,Shri Raghavendra Paper Limited,Packaging,"164/9, Main Road, Peenya 1st Stage, Bengaluru, B'lore",Bengaluru Urban,560058,,,ESI0000264,2001-04-21,722,17096022.0,,,1709
KR/BN/00265/000,Fabrics JSW Corporation,M/s Fabrics JSW Corporation,Food Processing,"2nd Cross, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,ZNUHA0029H,,ESI0000265,1993-11-01,679,11366862.0,,,1079
KR/BN/00266/000,Auto Royal Parts Co,Smt Auto Royal Parts Co,Textile,"Ring Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000266,2012-12-07,495,6878681.0,9282546327,,1311
KR/BN/00267/000,Srinivasa Motors Ltd,Shri Srinivasa Motors Ltd,Paper Printing,"1st Cross, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,,,,2016-08-22,187,2793849.0,,,1701
KR/BN/00268/000,Raghavendra Ceramics International,Shri Raghavendra Ceramics International,Engineering,"1st Cross, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,GNZHL2374Z,29GNZHL2374Z7Z7,ESI0000268,2006-05-04,233,3434248.0,9497510417,,2819
KR/BN/00269/000,Plastics Mphasis Enterprises,M/s Plastics Mphasis Enterprises,Engineering,"Main Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,PKRCC1475E,,ESI0000269,2018-05-21,510,4471473.0,9745113029,,2819
KR/BN/00270/000,Sri Cables & Co,Shri Sri Cables & Co,Food Processing,"248/4, Factory Road, BEL Road, Bengaluru, 560058",Bengaluru Urban,560058,ZKFAB1535X,,,2013-07-06,397,4146465.0,,,1079
KR/BN/00271/000,Indian Auto Parts Limited,M/s Indian Auto Parts Limited,Rubber Plastics,"395/9, Factory Road, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,QAQAT7772N,29QAQAT7772N1ZT,,2008-04-21,580,11249038.0,,,2219
KR/BN/00272/000,New Ceramics Pvt Ltd,M/s New Ceramics Pvt Ltd,Auto Components,"Service Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,HPDFR9019L,,,2000-05-13,38,780611.0,,,2930
KR/BN/00273/000,Premier Foundry Corporation,Smt Premier Foundry Corporation,Food Processing,"661/7, 3rd Main, Neeladri Nagar, Bengaluru, B'lore",Bengaluru Urban,560100,XNWHF4127E,29XNWHF4127E2ZV,ESI0000273,2007-07-17,336,2866495.0,9999777954,,1079
KR/BN/00274/000,Raghavendra Engineering Works,Smt Raghavendra Engineering Works,Textile,"Factory Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,SHNPY6774F,29SHNPY6774F8ZO,ESI0000274,2020-12-06,792,18195567.0,9945398612,,1311
KR/BN/00276/000,Balaji Chemicals Entp,Shri Balaji Chemicals Entp,Paper Printing,"Service Road, BEL Road, Bengaluru, B'lore",Bengaluru Urban,560058,AQEFN1960C,29AQEFN1960C2ZA,,2021-12-06,530,6362949.0,9141438179,,1701
KR/BN/00277/000,Balaji Packaging Private Limited,M/s Balaji Packaging Private Limited,Chemicals,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,RKBFA6260U,,ESI0000277,2001-05-16,611,6113391.0,,,2011
KR/BN/00279/000,Pumps Karnataka & Co,M/s Pumps Karnataka & Co,Auto Components,"Service Road, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,EBBAR0476K,29EBBAR0476K8ZA,ESI0000279,2002-08-17,34,621293.0,9778911984,,2930
KR/BN/00283/000,Leather Bangalore Manufacturers,Shri Leather Bangalore Manufacturers,Engineering,"13/3, Service Road, Peenya 2nd Stage, Bengaluru, B'lore",Bengaluru Urban,560058,KQJCP8171M,,ESI0000283,2012-08-23,99,1898936.0,9854523861,,2819
KR/BN/00285/000,Textiles Venkateshwara Indus,Smt Textiles Venkateshwara Indus,Packaging,"Factory Road, Peenya, Bengaluru, B'lore",Bengaluru Urban,560058,,,ESI0000285,2013-03-27,660,5724216.0,9451799334,,1709
KR/BN/00287/000,Valves Royal Enterprises,Shri Valves Royal Enterprises,Engineering,"198/5, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,WUTCW8822Y,,,2002-05-03,704,9109824.0,,,2819
KR/BN/00289/000,Plastics United Pvt. Ltd.,M/s Plastics United Pvt. Ltd.,Pharmaceuticals,"Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,AZRFI3262X,29AZRFI3262X6ZP,ESI0000289,1997-11-25,188,4163345.0,9517153277,,2100
KR/BN/00290/000,Venkateshwara Pipes Works,Smt Venkateshwara Pipes Works,Pharmaceuticals,"210/6, Service Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,JJWPS7851Z,29JJWPS7851Z9ZN,ESI0000290,1991-08-21,377,6031263.0,9464468259,,2100
KR/BN/00293/000,Motors Mahalaxmi Factory,Smt Motors Mahalaxmi Factory,Electronics,"3rd Main, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,HZJCX7299W,,ESI0000293,1996-07-27,72,886595.0,9103976600,,2630
KR/BN/00294/000,Balaji Paints Corporation,Smt Balaji Paints Corporation,Chemicals,"833/4, Cross Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,WDFCK4223H,29WDFCK4223H6Z8,ESI0000294,1992-11-01,48,1149517.0,9137022245,,2011
KR/BN/00295/000,Fabrics KS Enterp,M/s Fabrics KS Enterp,Food Processing,"Main Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,DYSHB7974B,29DYSHB7974B9ZC,,2016-06-21,513,8480610.0,,,1079
KR/BN/00296/000,Rubber Infosys Ltd,Smt Rubber Infosys Ltd,Chemicals,"771/9, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",Bengaluru Urban,560058,FOZPZ2558D,,,2023-02-17,570,6931811.0,9346065252,,2011
KR/BN/00297/000,Sri Chemicals Industries,Shri Sri Chemicals Industries,Paper Printing,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,SGFPN0742C,,ESI0000297,2003-07-12,108,1189923.0,,,1701
KR/BN/00299/000,Sri Pumps Co,Smt Sri Pumps Co,Food Processing,"2nd Cross, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,WLLCC1257G,,ESI0000299,2018-05-02,408,7381079.0,9112199489,,1079
KR/BN/00300/000,Srinivasa Cables Group,Shri Srinivasa Cables Group,Pharmaceuticals,"481/9, Cross Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,XATFK3753S,29XATFK3753S4ZS,,2013-05-27,567,8806170.0,,,2100
KR/BN/00301/000,KS Cables Factory,Shri KS Cables Factory,Pharmaceuticals,"Main Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,NPYHQ0670X,,ESI0000301,2020-05-10,624,7464894.0,,,2100
KR/BN/00305/000,Karnataka Paper Corporation,Shri Karnataka Paper Corporation,Paper Printing,"1st Cross, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,YWGFO5446V,,ESI0000305,2012-01-17,300,6394062.0,,,1701
KR/BN/00306/000,Royal Metals Works,M/s Royal Metals Works,Rubber Plastics,"412/1, Factory Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,BYMHN0395B,29BYMHN0395B9ZD,,2009-06-27,275,3849120.0,9149917936,,2219
KR/BN/00310/000,JSW Leather Factory,M/s JSW Leather Factory,Textile,"1st Cross, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,MSLCH9792D,29MSLCH9792D8Z9,,2009-11-25,324,4478510.0,,,1311
KR/BN/00311/000,Packaging Shree Co,Smt Packaging Shree Co,Packaging,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,ENHFX1616P,29ENHFX1616P5ZR,ESI0000311,2013-03-15,472,3849373.0,,,1709
KR/BN/00312/000,Premier Electricals Group,M/s Premier Electricals Group,Auto Components,"Ring Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,,,ESI0000312,2022-02-28,364,4344645.0,9657938168,,2930
KR/BN/00313/000,Furniture National Pvt. Ltd.,Shri Furniture National Pvt. Ltd.,Chemicals,"Service Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,PBFPP3092V,,ESI0000313,2005-03-12,475,6500495.0,9147271671,,2011
KR/BN/00315/000,Premier Leather Co,Shri Premier Leather Co,Textile,"Service Road, Peenya, Bengaluru, 560058",Bengaluru Urban,560058,CXQCJ7471N,,ESI0000315,2019-09-22,636,5140330.0,9543391822,,1311
KR/BN/00320/000,Electronics Janatha Pvt Ltd,M/s Electronics Janatha Pvt Ltd,Chemicals,"750/7, Cross Road, Kudlu Gate, Bengaluru, 560100",Bengaluru Urban,560100,TXJCX2039Y,,,1993-06-11,562,7997068.0,,,2011
KR/BN/00321/000,Electricals Mphasis Ltd,Shri Electricals Mphasis Ltd,Electronics,"1st Cross, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,,,ESI0000321,1992-08-13,502,10177798.0,,,2630
KR/BN/00323/000,Southern Motors Group,Shri Southern Motors Group,Textile,"Industrial Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,LPBCY5962G,,ESI0000323,2002-04-19,635,13968981.0,,,1311
KR/BN/00324/000,Modern Pharmaceuticals Pvt Ltd,M/s Modern Pharmaceuticals Pvt Ltd,Electronics,"918/9, Main Road, Hosur Road, Bengaluru, B'lore",Bengaluru Urban,560100,DJCHD7231V,29DJCHD7231V2ZL,ESI0000324,2018-07-28,749,6464772.0,,,2630
KR/BN/00326/000,Indian Pumps Private Limited,Smt Indian Pumps Private Limited,Auto Components,"615/7, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,STVHM7573E,,ESI0000326,2004-06-15,587,7778546.0,9873838034,,2930
KR/BN/00328/000,Lakshmi Paints International,Smt Lakshmi Paints International,Pharmaceuticals,"430/1, Ring Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,,,ESI0000328,1998-09-22,298,4670949.0,9188126437,,2100
KR/BN/00329/000,Mphasis Printing Pvt Ltd,M/s Mphasis Printing Pvt Ltd,Pharmaceuticals,"2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Bengaluru Urban,560100,MHIPJ0882H,29MHIPJ0882H4ZH,,1996-01-04,159,1521489.0,9353746733,,2100
KR/BN/00330/000,Modern Ceramics Pvt. Ltd.,Smt Modern Ceramics Pvt. Ltd.,Rubber Plastics,"257/1, Ring Road, Peenya Industrial Area, Bengaluru, B'lore",Bengaluru Urban,560058,HTMHA6819Q,,ESI0000330,2002-06-10,361,6459063.0,,,2219
KR/BN/00333/000,Premier Chemicals Corporation,Shri Premier Chemicals Corporation,Chemicals,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Bengaluru Urban,560058,ECRPO7830N,,,1995-09-02,354,6767100.0,9715280375,,2011
KR/BN/00335/000,Royal Printing Limited,Shri Royal Printing Limited,Paper Printing,"963/9, Factory Road, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,XVOPR8639V,29XVOPR8639V1ZU,ESI0000335,2006-02-09,122,2589196.0,9667118729,,1701
KR/BN/00337/000,Southern Electricals Pvt. Ltd.,Shri Southern Electricals Pvt. Ltd.,Engineering,"705/1, 1st Cross, Yeshwanthpur, Bengaluru, B'lore",Bengaluru Urban,560058,SVAPY1398I,,ESI0000337,2010-10-21,139,1556807.0,,,2819
KR/BN/00338/000,Venkateshwara Ceramics & Co,Shri Venkateshwara Ceramics & Co,Pharmaceuticals,"637/5, Service Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,NESPD1028X,29NESPD1028X3ZI,,1994-04-19,562,13914310.0,9612478307,,2100
KR/BN/00339/000,Ceramics Indian Ltd,Smt Ceramics Indian Ltd,Electronics,"884/5, Service Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,CLSFY1574O,29CLSFY1574O2Z3,ESI0000339,2008-07-17,686,12698833.0,,,2630
KR/BN/00340/000,Indian Metals Ind,Smt Indian Metals Ind,Textile,"626/9, Factory Road, Peenya Industrial Area, Bengaluru, 560058",Bengaluru Urban,560058,GCLHF3159N,,,2002-10-20,313,6694654.0,,,1311
KR/BN/00342/000,Textiles Balaji Group,Shri Textiles Balaji Group,Auto Components,"504/4, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Bengaluru Urban,560100,CXFCM3248G,29CXFCM3248G7ZL,ESI0000342,2008-01-09,496,11272654.0,9715154878,,2930
KR/BN/00343/000,Global Packaging Limited,Smt Global Packaging Limited,Rubber Plastics,"2nd Cross, Electronic City Phase 1, Bengaluru, 560100",Bengaluru Urban,560100,OFYHL9695F,,ESI0000343,2016-11-08,670,6265909.0,9395384418,,2219
KR/BN/00344/000,Textiles Global Inds,Shri Textiles Global Inds,Textile,"Ring Road, Yeshwanthpur, Bengaluru, 560058",Bengaluru Urban,560058,GXHCC8878Z,29GXHCC8878Z3ZB,,2019-11-14,97,1346641.0,9947883856,,1311
KR/BN/00346/000,Mahalaxmi Fabrics Works,M/s Mahalaxmi Fabrics Works,Rubber Plastics,"Service Road, Peenya 2nd Stage, Bengaluru, 560058",Bengaluru Urban,560058,NRMPN1768S,29NRMPN1768S3ZF,ESI0000346,2005-12-18,84,2074998.0,,,2219
KR/BN/00347/000,Venkateshwara Chemicals Inds,Shri Venkateshwara Chemicals Inds,Textile,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",Bengaluru Urban,560058,RIWFD8001J,,,2016-06-18,314,5039305.0,,,1311
KR/BN/00348/000,Rubber Indian Co,Smt Rubber Indian Co,Food Processing,"Industrial Road, Hosur Road, Bengaluru, 560100",Bengaluru Urban,560100,PDKPD9623C,29PDKPD9623C6Z7,ESI0000348,1995-11-10,676,8379228.0,,,1079
KR/BN/00352/000,Sunrise Engineering Co,Shri Sunrise Engineering Co,Auto Components,"355/7, 2nd Cross, Bommanahalli, Bengaluru, 560100",Bengaluru Urban,560100,UJDFC3955F,,ESI0000352,2006-12-18,726,6156376.0,9831807446,,2930
KR/BN/00353/000,Srinivasa Electricals International,Shri Srinivasa Electricals International,Rubber Plastics,"112/1, Cross Road, Yeshwanthpur, Bengaluru, B'lore",Bengaluru Urban,560058,PKSHN5948T,,ESI0000353,1998-01-06,354,4570612.0,9400792301,,2219
KR/BN/00354/000,Modern Pipes Pvt Ltd,Shri Modern Pipes Pvt Ltd,Textile,"648/9, Cross Road, Kudlu Gate, Bengaluru, B'lore",Bengaluru Urban,560100,WZMPV0662S,,,2015-03-20,127,1262333.0,,,1311
KR/BN/00357/000,Paints Raghavendra P Limited,Smt Paints Raghavendra P Limited,Electronics,"Factory Road, Neeladri Nagar, Bengaluru, 560100",Bengaluru Urban,560100,FRNPI7379M,29FRNPI7379M5ZM,ESI0000357,2009-06-28,14,226472.0,,,2630
