consumer_no,consumer_name,service_address,pin_code,connection_type,sanctioned_load_kw,connected_load_kw,tariff_category,pan,gstin,connection_date,connection_status,meter_no,mobile
ESCOM/560100/000134,Pumps Southern Ent,"963/2, 3rd Main, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,300.3,189.3,LT-2,AYHCL6103Y,29AYHCL6103Y6ZR,2013-08-13,DISCONNECTED,M98733582,9535543585
ESCOM/560100/000135,Janatha Foods P Limited,"3rd Main, Hosur Road, Bengaluru, 560100",560100,COMMERCIAL,303.0,228.5,LT-2,LOTPC1235O,29LOTPC1235O1ZU,2008-10-23,SURRENDERED,M78305741,
ESCOM/560058/000137,Lakshmi Motors Private Limited,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,285.9,225.7,LT-4,EVBHS8529O,29EVBHS8529O5Z3,1995-11-25,ACTIVE,M45754789,
ESCOM/560058/000138,Titan Beverages & Co,"1st Cross, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,172.3,144.2,LT-3,EPCCS4972X,29EPCCS4972X9Z7,1999-09-03,ACTIVE,M60455969,
ESCOM/560058/000139,Bangalore Eng Factory,"2nd Cross, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,492.0,362.6,LT-6,,,1992-05-16,ACTIVE,M47607915,9194488051
ESCOM/560058/000141,Sri Motors Co,"930/9, Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,355.4,314.6,LT-4,YOFAB2385T,,2009-01-26,ACTIVE,M58474575,9785184783
ESCOM/560100/000142,Pumps Star Traders,"Cross Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,240.1,189.9,LT-5,YFVAV6712X,29YFVAV6712X5ZN,2013-10-28,ACTIVE,M70908253,9106011469
ESCOM/560058/000143,Cables Indian Factory,"Ring Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,335.3,306.6,LT-5,JYEHU7391X,29JYEHU7391X3Z6,2006-07-23,ACTIVE,M31882679,9356667310
ESCOM/560058/000144,Mahalaxmi Cables Industries,"Factory Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,220.9,206.2,LT-3,EFDHL2130V,29EFDHL2130V6Z4,2004-03-20,ACTIVE,M30801219,
ESCOM/560058/000145,Global Plastics Traders,"851/4, 2nd Cross, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,275.5,175.8,LT-1,SAZAO9133G,29SAZAO9133G4ZN,2016-02-08,ACTIVE,M20081950,9193238812
ESCOM/560100/000146,Metals Indian Entp,"330/8, Industrial Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,498.5,408.3,LT-3,RSECP3958F,29RSECP3958F1Z7,2012-12-19,ACTIVE,M35143451,9913123809
ESCOM/560058/000147,Wipro Furniture International,"316/8, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,316.0,297.7,LT-2,YBJAQ0933F,29YBJAQ0933F6ZW,1996-12-04,ACTIVE,M38663233,9743634801
ESCOM/560058/000148,Auto Star Parts P Limited,"951/8, Factory Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,173.4,105.2,LT-5,XXIAE3063Q,29XXIAE3063Q2ZJ,1999-11-12,ACTIVE,M11651728,9720703738
ESCOM/560100/000150,New Beverages Pvt Ltd,"3rd Main, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,56.6,37.1,LT-4,WGUHK0463Q,29WGUHK0463Q4ZJ,2001-02-17,DISCONNECTED,M67880528,9375137472
ESCOM/560100/000153,Titan Textiles Works,"2nd Cross, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,113.2,69.7,LT-4,,,2018-05-26,ACTIVE,M94172088,9254204074
ESCOM/560058/000155,Southern Engg Works,"424/4, Main Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,490.9,378.9,LT-6,ZBPCI5635I,29ZBPCI5635I8ZT,2002-09-27,ACTIVE,M12529627,
ESCOM/560100/000156,KS Leather Ltd,"Main Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,496.0,462.2,LT-6,NFOHL6718M,29NFOHL6718M7ZK,2010-03-28,SURRENDERED,M10388912,
ESCOM/560100/000157,Metals Shree Traders,"237/7, 3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,347.6,240.4,LT-1,ZXNCZ0106P,29ZXNCZ0106P6Z5,2005-08-23,ACTIVE,M60021792,
ESCOM/560058/000158,Royal Textiles Group,"657/7, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,299.1,214.0,LT-2,ESGHV5033C,,1994-08-27,ACTIVE,M42533212,
ESCOM/560058/000159,Southern Furniture Manufacturers,"595/3, Service Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,292.4,216.5,LT-6,XLKAQ3652U,29XLKAQ3652U2ZM,1997-06-05,ACTIVE,M80235501,9355431237
ESCOM/560058/000161,Star Paper & Co,"1st Cross, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,271.6,254.2,LT-1,IPEPV3498T,,2014-08-28,ACTIVE,M84720583,
ESCOM/560100/000162,United Cables Mfg,"Main Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,427.3,274.7,LT-4,HUHCT6502C,29HUHCT6502C9ZV,1992-08-05,ACTIVE,M66190524,
ESCOM/560100/000163,Valves Sunrise Pvt. Ltd.,"409/2, Main Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,26.8,19.7,LT-1,,,2013-03-18,ACTIVE,M57579444,
ESCOM/560100/000164,Infosys Motors Limited,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,338.1,279.7,LT-2,WUGCV7039C,,2022-01-19,DISCONNECTED,M70615863,
ESCOM/560100/000165,Star Paints Corporation,"733/5, Main Road, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,158.4,145.2,LT-3,PIDCE9924D,,2009-12-10,DISCONNECTED,M70533638,9736005427
ESCOM/560058/000166,JSW Chemicals & Co,"Main Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,316.0,297.1,LT-4,PIPCX4483N,,2012-01-13,ACTIVE,M66918029,9451528901
ESCOM/560100/000167,New Valves Ltd,"Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,302.1,263.1,LT-5,YOFAT2323E,,2005-04-07,ACTIVE,M54197151,
ESCOM/560058/000168,Motors Bangalore Private Limited,"105/9, Ring Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,51.2,33.1,LT-1,,,2014-07-02,ACTIVE,M81696032,
ESCOM/560058/000169,Royal Textiles Ent,"352/7, Ring Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,378.2,232.9,LT-3,MPWCC6349E,29MPWCC6349E3ZO,1995-03-17,ACTIVE,M63827567,9871127798
ESCOM/560058/000170,Srinivasa Electricals Pvt. Ltd.,"488/3, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,54.5,34.3,LT-6,KJCFX6444I,29KJCFX6444I4Z2,1991-03-03,SURRENDERED,M82351576,
ESCOM/560100/000172,Auto Bangalore Parts Mfrs,"632/1, Factory Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,302.6,277.8,LT-4,BHNHY1962K,29BHNHY1962K4ZQ,2015-04-25,ACTIVE,M32400968,9588755406
ESCOM/560100/000173,Bangalore Garments Works,"393/4, Cross Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,142.1,113.4,LT-2,BYNFE2455S,29BYNFE2455S2ZS,2007-02-26,ACTIVE,M73558937,9735411354
ESCOM/560100/000174,Lakshmi Chemicals Factory,"258/5, Ring Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,19.2,14.5,LT-6,JHZAK6074N,29JHZAK6074N8ZD,1996-01-27,ACTIVE,M86552534,9440857684
ESCOM/560058/000175,Peoples Pumps Ltd,"750/4, Ring Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,319.9,282.4,LT-4,,,2005-03-23,ACTIVE,M39494808,9886179806
ESCOM/560058/000176,Global Pharmaceuticals Traders,"Main Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,230.9,152.7,LT-4,NUUAS1897Z,29NUUAS1897Z6ZI,2002-08-22,ACTIVE,M27504336,9301410277
ESCOM/560058/000177,Srinivasa Chemicals Mfr,"Service Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,455.7,412.4,LT-1,,,1999-07-03,ACTIVE,M75662529,
ESCOM/560100/000178,New Plastics Ltd,"234/2, Ring Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,196.9,153.5,LT-5,PIHPJ2352S,29PIHPJ2352S2ZS,1992-02-19,ACTIVE,M51217745,9539581506
ESCOM/560100/000179,Infosys Valves Corporation,"277/9, 2nd Cross, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,238.5,211.6,LT-6,FHQFZ0046S,29FHQFZ0046S4Z8,2001-01-22,ACTIVE,M64029443,
ESCOM/560100/000180,Mahalaxmi Metals Works,"Cross Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,478.3,380.1,LT-1,IFSFO2642N,29IFSFO2642N7ZP,2012-08-28,SURRENDERED,M90968631,
ESCOM/560100/000181,Fabrics Premier Limited,"716/1, 3rd Main, Electronic City Phase 2, Bengaluru, B'lore",560100,INDUSTRIAL,286.9,204.3,LT-2,CGSPT0498S,29CGSPT0498S9ZI,2000-10-24,ACTIVE,M68393515,9658993516
ESCOM/560100/000182,Auto Royal Parts Traders,"168/3, Cross Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,220.8,176.2,LT-6,PLLFJ4084J,29PLLFJ4084J4Z9,1999-08-16,ACTIVE,M15060793,9535162983
ESCOM/560100/000184,Wipro Electronics Enterprises,"399/4, Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,496.9,362.3,LT-4,GVNAS6770E,29GVNAS6770E8Z0,2000-02-10,ACTIVE,M46375789,9246729698
ESCOM/560100/000185,Mahalaxmi Pharmaceuticals Corporation,"Main Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,392.7,242.1,LT-5,JGNHK0212X,29JGNHK0212X2ZU,1993-11-27,ACTIVE,M53984136,9493775577
ESCOM/560058/000188,Indian Rubber Enterp,"104/4, 3rd Main, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,482.7,329.1,LT-1,ZLZCJ8145P,29ZLZCJ8145P9Z6,2005-01-09,ACTIVE,M32825049,9168802131
ESCOM/560100/000189,Paints National International,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,36.7,23.4,LT-6,PHMFW8212T,29PHMFW8212T7ZB,2004-10-03,ACTIVE,M86802260,9178934981
ESCOM/560058/000190,Global Textiles Co,"694/7, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,167.8,110.5,LT-6,VCHFA0499B,29VCHFA0499B6Z5,2019-06-04,ACTIVE,M69250143,
ESCOM/560100/000191,Pipes Sunrise Enterprises,"538/8, 3rd Main, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,169.2,159.3,LT-1,,,2013-09-11,ACTIVE,M40910849,9556406768
ESCOM/560100/000192,Mahalaxmi Cables Group,"727/9, Factory Road, Hosur Road, Bengaluru, B'lore",560100,INDUSTRIAL,49.8,30.0,LT-2,BYSCG5728J,29BYSCG5728J8Z5,2021-02-13,ACTIVE,M58807955,
ESCOM/560100/000193,Modern Motors Private Limited,"913/1, Main Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,426.3,267.2,LT-6,FFCPT5723X,29FFCPT5723X7ZZ,2002-09-16,ACTIVE,M78014069,9278935598
ESCOM/560100/000196,JSW Foundry Factory,"437/4, Cross Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,341.0,238.8,LT-5,,,1991-06-04,ACTIVE,M87542752,9954075360
ESCOM/560100/000197,Premier Printing Group,"Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,324.4,269.5,LT-1,,,1997-05-15,ACTIVE,M14694442,9453162090
ESCOM/560100/000198,Beverages Infosys Factory,"498/2, Ring Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,496.6,405.3,LT-3,IWLFI1376W,29IWLFI1376W5Z4,2020-01-14,ACTIVE,M69565539,9781417367
ESCOM/560100/000199,Royal Textiles Industries,"184/6, Main Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,369.3,312.2,LT-1,HEECR9647E,29HEECR9647E1Z7,1995-08-16,SURRENDERED,M65371659,9600265198
ESCOM/560058/000200,Janatha Valves International,"172/9, Main Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,297.7,225.1,LT-4,OZUPZ8262W,29OZUPZ8262W4ZW,2004-03-17,ACTIVE,M98631613,
ESCOM/560058/000201,Pipes Wipro Ind,"Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,407.7,253.6,LT-6,YIDAE1301H,,1994-06-24,ACTIVE,M89746530,9263278322
ESCOM/560058/000202,Southern Valves Limited,"366/7, Factory Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,365.2,335.2,LT-6,,,2021-01-07,ACTIVE,M74670790,9632494535
ESCOM/560058/000203,Furniture Peoples Corporation,"Industrial Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,235.4,143.6,LT-2,DPKCU5594Z,,1995-05-23,DISCONNECTED,M86928864,
ESCOM/560100/000204,Indian Textiles Pvt. Ltd.,"Main Road, Kudlu Gate, Bengaluru, 560100",560100,INDUSTRIAL,234.6,147.3,LT-6,GJUCA3078P,29GJUCA3078P2ZP,2008-07-05,DISCONNECTED,M40475882,
ESCOM/560058/000205,Royal Paper Private Limited,"697/4, Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,324.2,208.9,LT-6,EXZAI1492Z,29EXZAI1492Z8ZB,1992-02-09,ACTIVE,M78413768,9975160097
ESCOM/560100/000206,Auto Venkateshwara Parts Corporation,"Main Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,476.9,434.9,LT-5,VNBPU2317B,29VNBPU2317B4ZK,2018-07-27,ACTIVE,M44749582,9123098432
ESCOM/560058/000207,Sri Beverages Works,"353/2, 3rd Main, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,219.2,149.3,LT-1,MFFFY1935C,,2012-03-28,ACTIVE,M87416152,9306872195
ESCOM/560100/000208,Shree Textiles International,"Service Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,230.1,160.1,LT-5,FSKFG3066K,29FSKFG3066K3ZY,1998-09-25,ACTIVE,M22321857,9499897304
ESCOM/560058/000209,Shree Cables Traders,"98/9, Cross Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,183.8,161.5,LT-2,,,1995-11-20,DISCONNECTED,M85071911,9124339625
ESCOM/560058/000210,Textiles JSW Factory,"253/4, Service Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,354.4,314.3,LT-1,QXZFY1514T,29QXZFY1514T9ZT,2013-02-08,ACTIVE,M26077896,
ESCOM/560058/000211,New Cables Industries,"52/8, Cross Road, Peenya 1st Stage, Bengaluru, 560058",560058,INDUSTRIAL,262.2,158.3,LT-3,,,1996-06-07,SURRENDERED,M13246034,
ESCOM/560100/000212,Wipro Pumps Traders,"1st Cross, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,330.6,254.1,LT-6,ZLUHL3955S,29ZLUHL3955S6ZN,2018-01-22,ACTIVE,M75214815,9799667502
ESCOM/560058/000213,Venkateshwara Textiles Mfrs,"3rd Main, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,222.8,135.9,LT-6,,,1996-09-22,ACTIVE,M86513102,9478924023
ESCOM/560100/000214,Sri Motors Factory,"Cross Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,126.6,86.8,LT-2,YAVCT6577D,,2006-12-09,ACTIVE,M81584816,
ESCOM/560058/000216,Paints Lakshmi Co,"895/8, 3rd Main, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,394.1,241.2,LT-3,JEYCR6715K,29JEYCR6715K3ZC,1991-09-15,SURRENDERED,M56942113,9737736823
ESCOM/560058/000217,Mahalaxmi Garments International,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,307.2,248.7,LT-5,OJDFE5931U,,2022-09-19,SURRENDERED,M37882217,9135103118
ESCOM/560100/000218,Bangalore Valves Pvt Ltd,"797/6, Service Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,430.4,305.7,LT-4,SBRAP4882E,,1995-06-18,ACTIVE,M79629956,
ESCOM/560100/000219,Titan Metals Co,"3rd Main, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,149.3,100.4,LT-4,JKQAH1758C,,1995-06-08,ACTIVE,M80589992,9371366323
ESCOM/560100/000220,Southern Paper Manufacturers,"448/4, Factory Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,359.6,283.2,LT-2,KSYCN8737O,29KSYCN8737O5ZX,2016-08-24,ACTIVE,M59090591,9239729505
ESCOM/560100/000221,Infosys Beverages Mfr,"549/2, Service Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,478.1,405.3,LT-6,HZEHK1132C,29HZEHK1132C3Z4,1992-04-05,ACTIVE,M82733805,9725257477
ESCOM/560058/000222,Peoples Garments Works,"719/9, Cross Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,137.1,118.7,LT-5,JGVHP0608U,29JGVHP0608U7ZT,2004-05-09,ACTIVE,M48463131,
ESCOM/560058/000223,Bangalore Printing Corporation,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,483.3,290.2,LT-2,TOWCY0336H,29TOWCY0336H4Z5,2018-11-27,DISCONNECTED,M18039491,
ESCOM/560100/000224,Rubber Royal Group,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,435.8,357.6,LT-2,FRGAO4475U,29FRGAO4475U5ZV,2003-04-18,ACTIVE,M43562754,9371142350
ESCOM/560058/000226,Modern Pharmaceuticals Co,"2nd Cross, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,169.0,125.5,LT-6,OSZPR8414U,29OSZPR8414U1ZJ,2002-04-07,ACTIVE,M35035666,9133500613
ESCOM/560100/000228,Mphasis Printing Factory,"763/8, 1st Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,287.3,216.6,LT-6,NFOAL6197T,,2001-06-10,DISCONNECTED,M54458822,9655391325
ESCOM/560058/000229,Global Foods Group,"Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,136.0,87.7,LT-6,,,2016-06-18,ACTIVE,M51010695,9634250984
ESCOM/560100/000231,Wipro Rubber Industries,"689/2, Service Road, Neeladri Nagar, Bengaluru, B'lore",560100,INDUSTRIAL,44.3,39.7,LT-1,,,1993-10-27,SURRENDERED,M70881018,9523723354
ESCOM/560058/000232,KS Foundry Ltd,"1st Cross, Peenya Industrial Area, Bengaluru, B'lore",560058,INDUSTRIAL,153.7,136.2,LT-2,,,2017-12-25,ACTIVE,M32777071,
ESCOM/560058/000233,Balaji Furniture Group,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",560058,INDUSTRIAL,214.6,179.4,LT-2,YZGHY2839T,29YZGHY2839T8ZZ,1993-12-11,DISCONNECTED,M31477706,
ESCOM/560058/000234,Rubber Star Pvt.Ltd,"Cross Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,139.9,112.1,LT-6,,,2004-01-21,ACTIVE,M88216721,
ESCOM/560058/000235,Metals Modern Co,"Cross Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,41.5,30.4,LT-2,TKGCM4407A,29TKGCM4407A3ZR,1999-09-08,ACTIVE,M17942448,9918852050
ESCOM/560100/000236,Infosys Printing & Co,"171/7, Cross Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,340.5,232.5,LT-6,,,1995-06-27,SURRENDERED,M49972402,
ESCOM/560058/000237,Printing Balaji Pvt Ltd,"3rd Main, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,379.2,282.0,LT-5,CKNPG1885X,29CKNPG1885X4ZS,1994-02-02,ACTIVE,M69349588,9511589088
ESCOM/560100/000238,Engineering Modern Industries,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,124.4,81.1,LT-2,OQOAX5818J,,2007-05-17,ACTIVE,M51951707,9324473241
ESCOM/560100/000239,Modern Beverages Corporation,"Service Road, Neeladri Nagar, Bengaluru, 560100",560100,INDUSTRIAL,120.7,79.8,LT-1,KMWAC1990D,29KMWAC1990D8ZT,2003-04-27,ACTIVE,M94720730,9295985717
ESCOM/560100/000240,Venkateshwara Paints Group,"885/7, Factory Road, Kudlu Gate, Bengaluru, B'lore",560100,INDUSTRIAL,380.0,310.2,LT-6,XLCHR4800T,29XLCHR4800T5Z7,1997-03-08,ACTIVE,M23744638,
ESCOM/560058/000241,Sunrise Fabrics Ltd,"484/1, 2nd Cross, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,275.8,246.6,LT-3,ZUOPZ0288X,,1999-04-26,SURRENDERED,M51810793,9641395030
ESCOM/560058/000242,Mphasis Beverages Works,"62/4, Industrial Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,398.0,291.4,LT-6,TJOHL6072J,29TJOHL6072J4ZX,2009-05-15,ACTIVE,M21496117,
ESCOM/560058/000243,Bengaluru Motors & Co,"Main Road, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,306.2,263.4,LT-3,SBEFU8757J,29SBEFU8757J7ZG,2013-05-19,ACTIVE,M11625375,9834968417
ESCOM/560100/000244,Motors Titan Enterprises,"Service Road, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,344.7,218.5,LT-3,YNHFP1308J,29YNHFP1308J2ZQ,2000-03-20,ACTIVE,M52812834,9314311676
ESCOM/560058/000245,Infosys Engineering Manufacturers,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,457.3,370.2,LT-4,OGUPE1244B,29OGUPE1244B9ZB,2001-08-15,ACTIVE,M96597979,
ESCOM/560100/000246,Wipro Rubber Pvt Ltd,"44/6, Cross Road, Bommanahalli, Bengaluru, B'lore",560100,INDUSTRIAL,311.3,224.4,LT-6,ZIPFT6057H,29ZIPFT6057H4Z8,1995-11-23,DISCONNECTED,M47833020,9346394857
ESCOM/560100/000247,Lakshmi Leather Works,"Industrial Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,175.4,130.0,LT-6,AHQAP4589F,29AHQAP4589F4ZN,2001-10-02,ACTIVE,M73916581,9906443132
ESCOM/560100/000248,New Leather Factory,"Factory Road, Bommanahalli, Bengaluru, 560100",560100,INDUSTRIAL,171.1,122.9,LT-1,ISGHK9783M,29ISGHK9783M9ZH,2018-01-11,ACTIVE,M55969313,9751410706
ESCOM/560058/000249,Global Leather Pvt Ltd,"973/8, Main Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,387.6,235.0,LT-3,HGSCV2819I,29HGSCV2819I4Z6,1991-03-16,SURRENDERED,M17728432,9135433100
ESCOM/560100/000250,KS Garments Co,"72/6, Service Road, Hosur Road, Bengaluru, 560100",560100,INDUSTRIAL,311.2,236.3,LT-4,MXCCD3560V,29MXCCD3560V5ZV,1994-02-16,ACTIVE,M62329906,9803927764
ESCOM/560058/000251,United Engineering Co,"650/9, Factory Road, Yeshwanthpur, Bengaluru, 560058",560058,INDUSTRIAL,165.0,119.5,LT-1,QXMCV7265B,29QXMCV7265B3ZU,1990-05-11,ACTIVE,M99575302,9997621822
ESCOM/560058/000252,Global Pumps International,"197/9, Cross Road, BEL Road, Bengaluru, B'lore",560058,INDUSTRIAL,311.8,274.5,LT-4,OBCAF5865Y,,2022-08-03,ACTIVE,M62125300,9600907362
ESCOM/560058/000253,Sri Garments Ltd,"Ring Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,201.6,156.5,LT-1,VTGPI2422G,29VTGPI2422G1ZX,1991-05-08,ACTIVE,M84918255,9808191167
ESCOM/560058/000254,Venkateshwara Pumps & Co,"Cross Road, BEL Road, Bengaluru, 560058",560058,INDUSTRIAL,273.8,223.4,LT-3,NADHG2081E,29NADHG2081E2ZH,2019-01-17,ACTIVE,M98845148,9867868605
ESCOM/560100/000255,Balaji Fabrics Pvt Ltd,"1st Cross, Electronic City Phase 1, Bengaluru, B'lore",560100,INDUSTRIAL,291.6,229.6,LT-2,TWPFG8849C,29TWPFG8849C3ZL,2013-06-27,ACTIVE,M51482355,9319460447
ESCOM/560100/000256,Peoples Auto Parts Corporation,"713/4, 2nd Cross, Electronic City Phase 1, Bengaluru, 560100",560100,INDUSTRIAL,5.8,4.6,LT-3,BFSHF5703O,29BFSHF5703O1ZA,1991-10-26,ACTIVE,M54015481,
ESCOM/560058/000257,Fabrics Raghavendra & Co,"405/4, Ring Road, Peenya, Bengaluru, B'lore",560058,INDUSTRIAL,127.8,112.4,LT-5,GULFG6875J,29GULFG6875J2ZM,1998-11-26,ACTIVE,M86004298,9943515174
ESCOM/560058/000258,Textiles Southern International,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",560058,INDUSTRIAL,5.4,3.9,LT-4,KQXAG7686M,29KQXAG7686M3ZR,2011-02-26,ACTIVE,M69983458,9551239709
ESCOM/560058/000259,Printing Venkateshwara & Co,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",560058,INDUSTRIAL,58.3,42.3,LT-5,COOFI4989C,29COOFI4989C8ZM,2014-09-18,ACTIVE,M59830378,
ESCOM/560058/000260,Mahalaxmi Chemicals Pvt Ltd,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",560058,INDUSTRIAL,287.6,241.2,LT-6,XVAHQ2486Q,,2020-08-16,ACTIVE,M17750834,9466600933
ESCOM/560100/000261,Wipro Cables Factory,"Ring Road, Electronic City Phase 2, Bengaluru, B'lore",560100,COMMERCIAL,90.5,68.9,LT-4,WFSHW0766K,29WFSHW0766K2ZF,1990-10-20,ACTIVE,M61222216,9299132687
ESCOM/560058/000262,Janatha Engg Traders,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",560058,INDUSTRIAL,379.2,325.5,LT-1,GFXPU9823R,29GFXPU9823R3ZZ,2010-07-28,ACTIVE,M30603294,9418013204
ESCOM/560058/000264,Raghavendra Paper Limited,"164/9, Main Road, Peenya 1st Stage, Bengaluru, B'lore",560058,INDUSTRIAL,94.3,87.1,LT-2,,,2000-09-28,ACTIVE,M41424742,9266078892
ESCOM/560058/000265,Fabrics JSW Corporation,"2nd Cross, Peenya, Bengaluru, 560058",560058,INDUSTRIAL,66.8,45.6,LT-1,ZNUHA0029H,,1992-11-17,ACTIVE,M13827602,
ESCOM/560058/000266,Auto Royal Parts Co,"Ring Road, Yeshwanthpur, Bengaluru, B'lore",560058,INDUSTRIAL,149.6,141.2,LT-3,,,2011-05-22,DISCONNECTED,M34666946,9282546327
